Sinhala,English
"රැකියා නියුක්තික වෙනිසියුලානුවන්ගෙන් තුනෙන් දෙකක් සේවා අංශයේ රැකියා කරන අතර, හතරෙන් එකක් පමණ කර්මාන්තවල ද පහෙන් එකක් පමණ කෘෂිකාර්මාන්තයේ ද නිරතව සිටී.
","Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.
"
"සියයට එකක් පමණක් සේවය කරන්නේ වුවද තෙල් කර්මාන්තය වෙනිසියුලානුවන්ගේ වැදගත්ම කර්මාන්තයක් වන අතර එම රට තෙල් අපනයනය කරන එකක් ද වේ.
","An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.
"
"නිදහසේ මුල් කාලය තුළ සිංගප්පූරු උද්භිද උද්‍යාන විශේෂඥතාව, එම දූපත ඝර්ම කලාපීය උද්‍යාන නගරයක් බවට පත් කිරීමට උපකාර විය.
","Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.
"
"1981 දී, දෙමුහුන් ඕකිඩ් වර්ගයක් වන වැන්ඩා මිස් ජෝකිම්, දේශයෙහි ජාතික පුෂ්පය ලෙස තෝරා ගන්නා ලදී.
","In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.
"
"සෑම වසරකම ඔක්තෝබර් මාසයේදී පමණ, ශාක භක්ෂකයන් මිලියන 1.5 ක් පමණ උතුරු කඳුකරයේ සිට මාරා ගඟ තරණය කරමින් දක්ෂිණ තැනිතලාව වෙත වර්ෂාව බලාපොරොත්තුවෙන් ගමන් කරති.
","Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.
"
"ඉන්පසු බටහිර දෙසින් උතුරට ආපසු ගමන් කර, අප්‍රේල් මාසයේ වැසිවලින් පසුව නැවත වරක් මාරා ගඟ තරණය කරයි.
","And then back to the north through the west, once again crossing the Mara river, after the rains in around April.
"
"සෙරෙන්ගෙටි කලාපයේ සෙරෙන්ගෙටි ජාතික වනෝද්‍යානය, ටැන්සානියාවේ එන්ගොරොන්ගෝරෝ සංරක්ෂණ ප්‍රදේශය සහ මස්වා වනජීවී රක්ෂිතය සහ කෙන්යාවේ මාසායි මාරා ජාතික රක්ෂිතය අන්තර්ගත වේ.
","The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.
"
"අන්තර් ක්‍රියාකාරී මාධ්‍ය නිර්මාණය කිරීමට ඉගෙනීම සඳහා සාම්ප්‍රදායික සහ ගතානුගතික හැකියා මෙන්ම අන්තර්ක්‍රියාකාරී පන්ති තුළ ප්‍රගුණ කළ මෙවලම් ද (ස්ටෝරිබෝර්ඩිං, ශ්‍රව්‍ය දෘශ්‍ය සංස්කරණය, කථා කීම යනාදි) අවශ්‍ය වේ.
","Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)
"
"ඔබ මාධ්‍ය නිෂ්පාදනය පිළිබඳ ඔබේ උපකල්පන නැවත ඇගයීම කර රේඛීය නොවන ආකාරවලින් සිතීමට ඉගෙන ගැනීම අන්තර්ක්‍රියාකාරී සැලසුමට අවශ්‍ය වේ.
","Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.
"
"අන්තර්ක්‍රියාකාරී සැලසුමකට අවශ්‍ය වන්නේ ව්‍යාපෘතියක සංරචක එකිනෙක හා සම්බන්ධ වීම පමණක් නොව, වෙනම අංගයක් ලෙස ද අර්ථවත් වීමයි.
","Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.
"
"විශාලන කාචවල අවාසියක් නාභිගත සංකීර්ණතාව වන අතර නාභිගත දුර පරාසයක් ලබා ගැනීම පිණිස අවශ්‍ය වන කාච ප්‍රමාණය ප්‍රාථමික කාචයක් සඳහ අවශ්‍ය ප්‍රමාණයට වඩා බෙහෙවින් වැඩිය.
","The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.
"
"කාච නිෂ්පාදනයේදී, එම නිෂ්පාදකයන් ඉහළ ප්‍රමිති අත්පත් කරගන්නා බැවින්, මෙහි ගැටලුකාර ස්වාභාවය අවම වීමට පටන්ගෙන ඇත.
","This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.
"
"ස්ථාවර නාභීය දුරක් සහිත කාච මගින් ලබාගත් ගුණාත්මක භාවයට සමාන පින්තූර නිපදවීමට මෙය විශාලන කාචවලට ඉඩ දී ඇත.
","This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.
"
"කාචයේ උපරිම විවරය (වේගය) සාමාන්‍යයෙන් පහළ එකක් වීම විශාලන කාච වල තවත් අවාසියක් වන්නේ ය.
","Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.
"
"මෙමඟින් මිල අඩු විශාලන කාච ෆ්ලෑෂ් භාවිතයෙන් තොරව අඩු ආලෝක තත්ත්වයන් යටතේ භාවිතා කිරීමට අපහසු වේ.
","This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.
"
"චිත්‍රපටියක් ඩීවීඩී ආකෘතියට පරිවර්තන කිරීමට උත්සාහ කරන විට ඇති බව ඉතාම පොදු ගැටලුවලින් එකක් අධිපරිලෝකනය වෙයි.
","One of the most common problems when trying to convert a movie to DVD format is the overscan.
"
"බොහෝ රූපවාහිනී තනා ඇත්තේ සාමාන්‍ය ජනතාව සතුටු කරන ආකාරයට ය.
","Most televisions are made in a way to please the general public.
"
"එනිසා, රූපවාහිනිය තුළ ඔබ දකින සියල්ලේ ඉහළ, පහළ සහ පැති මායිම් කප්පාදු කර ඇත.
","For that reason, everything you see on the TV had the borders cut, top, bottom and sides.
"
"මෙසේ කර ඇත්තේ රූප සම්පූර්ණ තිරය ආවරණය කරනු පිණිසය. මෙය ඕවර්ස්කෑන් ලෙස හැඳින්වේ.
","This is made to ensure that the image covers the whole screen. That is called overscan.
"
"අවාසනාවකට, ඔබ ඩීවීඩී එකක් තනන විට, එහි මායිම්ද බොහෝ විට කප්පාදු කෙරෙන නමුදු විඩියෝවේ උපසිරැසි පහත මායිමට බෙහෙවින් ආසන්න වන්නේ නම්, ඒවා සම්පූර්ණයෙන්ම පෙනීම වැළකී යයි.
","Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.
"
"මෙම සාම්ප්‍රදායික මධ්‍ය කාලීන මාළිගාව අශ්ව පොර, භෝජන සංග්‍රහ සහ ආතරියානු වීරත්වය පිළිබඳ රූප ගෙනහැර පාමින් පරිකල්පනය අවදි කර එයට පණ පොවා ඇත.
","The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.
"
"අවුරුදු දහස් ගණනක් පැරණි නටබුන් මධ්‍යයේ සිටගෙන සිටියත්, දිගු කලකට පෙර පැවති සංග්‍රාම වල ශබ්දය සහ ගන්ධය මතකයට නඟා ගැනීමට,  වටගල් මත කුර ගැටෙන සට සට ශබ්දය ඇසීමට සහ ඇඳිරිගේ නරාවවළ වලින් නැගී එන බිය ආඝ්‍රාණය කිරීමට අපහසු නොවේ.
","Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.
"
"නමුත් අපගේ පරිකල්පනය සත්‍යය මත පදනම්ව තිබේ ද? මාලිගා පළමු පෙළෙහි ගොඩනංවා තිබුණේ ඇයි? ඒවා සැලසුම් කර සහ ගොඩනංවා තිබුණේ කෙ‍සේ ද?
","But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?
"
"එම කාලය තුළට අනන්‍ය බව පෙන්වමින් කර්බි මක්ස්ලෝ මාළිගය සත්‍ය මාළිගාවකට වඩා ආරක්ෂාව තර කළ නිවසක සිරිය ගෙන හැර පායි.
","Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.
"
"එහි විශාල ඔප දැමූ කවුළු සහ තුනී බිත්තිවලට ස්ථිර ප්‍රහාරයකට එරෙහිව දිගු කලක් ප්‍රතිරෝධීව සිටීමට නොහැකි වන්නට ඇත.
","Its large glazed windows and thin walls would not have been able to resist a determined attack for long.
"
"1480 ගණන් වලදී, හේස්ටිං සාමිවරයා විසින් එහි ඉදිකිරීම් ආරම්භ කරන විට රට සාපේක්ෂව සාමකාමී වූ අතර ආරක්ෂාව අවශ්‍ය වූයේ ඉබාගාතේ සැරිසරන කුඩා කොල්ලකරුවන්ට එරෙහිව පමණි.
","In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.
"
"බල තුලනය යනු යුරෝපීය රටවල් සියළුම යුරෝපීය රාජ්‍යයන්ගේ ජාතික ස්වෛරීභාවය පවත්වා ගැනීමට උත්සාහ කළ ක්‍රමයකි.
","The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.
"
"එම සංකල්පය වූයේ එක් ජාතියක් වඩා බලවත් වීම වැළැක්වීම, සියළු යුරෝපා ජාතීන්ට අවශ්‍ය වූ බවයි.  එම නිසා, තුලනය පවත්වා ගැනීමට ජාතික රාජ්‍යයන් විටින විට තම මිත්‍ර පාර්ශව වෙනස් කළෝය.
","The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.
"
"ස්පාඤ්ඤ අනුප්‍රාප්තිය පිළිබඳ යුද්ධය, බල තුලනය ප්‍රමුඛ ගැටලුව කොටගත් පළමු යුද්ධය සනිටුහන් කළේ ය.
","The War of Spanish Succession marked the first war whose central issue was the balance of power.
"
"යුරෝපීය බලයන්ට තවදුරටත් ආගමික යුද්ධවලට මුවා වීමට නොහැකි වූ හෙයින් මෙය වැදගත් වෙනසක් සලකුණු කළේය. එබැවින් තිස් අවුරුදු යුද්ධය ආගමික යුද්ධයක් ලෙස නම් කළ හැකි අවසන් යුද්ධය විය.
","This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.
"
"ක්‍රි.පූ 356, ජූලි 21 දින, හෙරොස්ට්‍රාටස් විසින් සිදු කරන ලද ගිනි තැබීමකදී එෆිසස් හි ආටමීස් දෙවොල විනාශ විය.
","The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.
"
"කතන්දරයට අනුව, ඔහුගේ අභිප්‍රාය වූයේ කෙලෙසක හෝ ප්‍රසිද්ධිය ලබා ගැනීමයි. එෆිසියානුවන් මෙයින් දැඩි කෝපයට පත්ව හෙරොස්ට්‍රාටස්ගේ නම කිසිදු තැනක සටහන් නොකරන බවට නිවේදනය කළහ.
","According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.
"
"ග්‍රීක ඉතිහාසඥ ස්ට්‍රැබෝ පසුව නම සඳහන් කළ අතර එය අද අප දන්නා කරුණකි. මහා ඇලෙක්සැන්ඩර් ඉපදුණු රාත්‍රියේ ම දේවමාළිගාව විනාශ විය.
","The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.
"
"රජු වශයෙන් ඇලෙක්සැන්ඩර් පල්ලිය නැවත ගොඩනැඟීමට ඉදිරිපත් වූ නමුත්, ඔහුගේ ඉල්ලීම ප්‍රතික්‍ෂේප කෙරුණි. පසුව, ඇලෙක්සැන්ඩර් මිය ගිය පසු, ක්‍රි.පූ. 323 දී පල්ලිය නැවත ගොඩනඟන ලදි.
","Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.
"
"සියලුම ස්වර නිවැරදිව වාදනය කරන අතර ඔබගේ අත් ලිහිල්ව ඇති බවට වග බලා ගන්න - එමෙන්ම ඔබගේ ඇඟිලි අමතර බලයකින් චලනය නොකිරීමට උත්සාහ කරන්න.
","Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.
"
"මේ ආකාරයෙන්, ඔබ වෙහෙසට පත් වනු ඇත්තේ ඉතා සුළු වශයෙනි. වැඩිපුර ශබ්දයක් ලබා ගැනීම සඳහා පියානෝවක් වාදනය කරද් දී මෙන් යතුරු මත වැඩිපුර බලයක් යෙදීමට අවශ්‍ය නොවන බව මතක තබා ගන්න.
","This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.
"
"එකෝඩියන් එකෙහි, අමතර පරිමාවක් ලබා ගැනීම සඳහා, ඔබ වැඩි පීඩනයකින් හෝ වේගයකින් මයිනහම භාවිත කරයි.
","On the accordion, to get extra volume, you use the bellows with more pressure or speed.
"
"ගුප්තවාදය යනු අවසාන යථාර්ථය, දේවත්වය, අධ්‍යාත්මික සත්‍යය හෝ දෙවියන් සමඟ සන්නිවේදනය, අනන්‍යතාවය හෝ දැනුවත් දැනුවත්භාවය හඹා යෑමයි.
","Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.
"
"අදහන්නා දිව්‍යමය යථාර්ථය/දේවතාව හෝ දේවතාවරුන් සමඟ ඍජු අත්දැකීමක්, අන්තර්ඥානයක් හෝ දැක්මක් සොයයි.
","The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.
"
"අනුගාමිකයෝ එම අත්දැකීම් පෝෂණය කිරීම සඳහා වන ඇතැම් ජීවන මාර්ග හෝ පුරුදු නොනැවතී පවත්වාගෙන යති.
","Followers pursue certain ways of living, or practices that are intended to nurture those experiences.
"
"අද්භූතවාදය වෙනත් ආකාරයන්ගේ ආගමික විශ්වාස හා ඇදහීම් වලින් වෙන්කර හඳුනාගත හැක්කේ විශේෂයෙන් සාමකාමී, තීක්ෂ්ණ බුද්ධියෙන් යුතු, ප්‍රීතිමත් හෝ ප්‍රීතිමත් චරිතයක් ඇත්තන්ගේ අද්විතීය සවිඥානික තත්ත්වයක ඍජු පුද්ගලික අත්දැකීම් කෙරෙහි එය අවධාරණය කිරීමෙනි.
","Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.
"
"සික් දහම, ඉන්දීය උප මහද්වීපයේ ආගමකි. එය 15 වන සියවසේදී හින්දු සම්ප්‍රදායෙන් බිඳී ආ කොටසක් වෙතින් පන්ජාබ ප්‍රදේශයේ ඇති වූවකි.
","Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.
"
"සීක්වරු තම හින්දු මූල හා සම්ප්‍රදායවල් පිළිගත්තද, ඔවුන්ගේ දහම හින්දු දහමට වෙනස් දහමක් ලෙස සලකති.
","Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.
"
"සික්වරු තම දහම හඳුන්වන්නේ ගුර්මාට් හෙවත් පන්ජාබ භාෂාවෙන් ""ගුරුගේ මාවත"" යනුවෙනි. ගුරු යනු සියලු ඉන්දීය ආගම්වල මූලික ලක්ෂණයක් වන නමුත් සික් දහම එය සික් විශ්වාසවල පදනම සකසන වැදගත් තත්ත්වයේ ලා සලකයි.
","Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.
"
"""මෙම ආගම ගුරු නානක් විසින් 15 වන සියවසේදී (1469-1539) බිහි කරන ලදී. ඉන්පසු
","The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.
"
"කෙසේ වෙතත්, 1956 ජුනි මාසයේ දී, ආහාර හිඟයට හා වැටුප් කප්පාදුවට එරෙහිව කම්කරුවන් විරෝධතා දැක්වූ පෝලන්තයේ කෝලාහල කොමියුනිස්ට්වාදයට එරෙහි පොදු විරෝධතාවයක් බවට පත් වූ විට, කෘෂ්චෙව්ගේ පොරොන්දු පරීක්ෂාවට ලක් විය.
","However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.
"
"අවසානයේදී, සාමය නැවත ස්ථාපිත කිරීමට කෘෂෙව් යුධ ටැංකි යැවුවද, ඔහු සමහර ආර්ථික ඉල්ලීම් ප්‍රමාණයට ඉඩ සැලසූ අතර ජනප්‍රිය චරිතයක් වූ ව්ලැඩිස්ලොව් ගොමුල්කා නව අගමැති ලෙස පත් කිරීමට එකඟ විය.
","Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.
"
"ඉන්දු නිම්නය ශිෂ්ටාචාරය වත්මන් පාකිස්ථානයේ බොහෝ ප්‍රදේශ, වයඹදිග ඉන්දියාවේ යම් ප්‍රදේශ සහ ඊසානදිග අෆ්ඝානිස්ථානය ඇතුළු වයඹදිග ඉන්දියානු උපමහාද්වීපයේ පැවති ලෝකඩ යුගයේ ශිෂ්ටාචාරයකි.
","The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.
"
"ශිෂ්ටාචාරය ඉන්දු ගඟේ ද්‍රෝණිවල සමෘධිමත් වූ අතර එම නිසා එහි නම ලැබුණි.
","The civilisation flourished in the basins of the Indus River wherefore it derives its name.
"
"දැන් වියළී ගොස් ඇති සරස්වති ගංගා ද්‍රෝණියේද ශිෂ්ටාචාර පැවති බැවින් සමහර විද්වතුන් එසේ අනුමාන කළ ද, එය ඉන්දු සරස්වතී ශිෂ්ටාචාරය ලෙස නම් කළ යුතු වන අතර හරප්පාවට පසු එයට හරප්පා ශිෂ්ටාචරය ලෙස සමහරු හඳුන්වති, එහි පළමු බිම් කණින ලද්දේ 1920 ගණන්වලදී ය.
","Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.
"
"රෝම අධිරාජ්‍යයේ යුධමය ස්වභාවය එහි වෛද්‍ය විද්‍යා දියුණුවට උපකාරයක් විය.
","The militaristic nature of the Roman empire aided in the development of medical advances.
"
"ඔගස්ටස් අධිරාජ්‍යයා විසින් වෛද්‍යවරුන් බඳවා ගැනීමට පටන් ගත් අතර, යුද්ධයෙන් ඉක්බිතිව භාවිතා කිරීම සඳහා පළමු රෝමානු වෛද්‍ය බලකාය පවා පිහිටුවන ලදී.
","Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.
"
"ශල්‍ය වෛද්‍යවරුන්ට පොපි ඇටවලින් ගන්නා මෝර්ෆීන් සහ හර්බේන් ඇටවලින් ගන්නා ස්කොපොලොමීන් ඇතුළු වේදනානාශක සම්බන්ධව දැනුමක් තිබිණි.
","Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.
"
"රෝගීන් තුවාල ඔඩු දිවීම මෙන්ම ලේ ගලා යාම වළකන තිරිංග සහ ධමනි කලම්පවලින් රුධිරය ගලා ඒම වළක්වා ගැනීමට පසුව ඔවුන් අංගඡේදනයේ ප්‍රවීණයන් බවට පත්වි ය.
","They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.
"
"ශතවර්ෂ ගණනාවක් තිස්සේ වෛද්‍ය විද්‍යා ෂේත්‍රය තුළ රෝම අධිරාජ්‍යය සුවිශාල ජයග්‍රහණ අත්පත් කරගත් අතර අද අපට ඇති දැනුමෙන් වැඩි ප්‍රමාණයක් ලබා ගත්තේය.
","Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.
"
"පියුරලන්ඩ් ඔරිගාමි යනු වරකට එක් නැමීමක් පමණක් කළ හැකි ඔරිගාමි වන අතර, නැවත නැමීම් වැනි වඩාත් සංකීර්ණ නැවීම් වලට ඉඩ නොදෙන අතර, සියලු නැමීම් සෘජු ස්ථාන සහිත වේ.
","Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.
"
"එය 1970 ගණන්වලදී, අත්දැකීම් රහිත නමන්නන්ට හෝ සීමිත මෝටර් හැකියාවන් යුත් අයට උපකරයක් ලෙස ජෝන් ස්මිත් විසින් සංවර්ධනය කළේය.
","It was developed by John Smith in the 1970s to help inexperienced folders or those with limited motor skills.
"
"ළමයින් ඉතා කුඩා කාලයේ සිට ජාතික හා වාර්ගික ඒකාකෘති පිළිබඳ දැනුවත් භාවයක් වර්ධනය කරගන්නා අතර මෙම වාර්ගික ඒකාකෘති හැසිරීමට බලපායි.
","Children develop an awareness of race and racial stereotypes quite young and these racial stereotypes affect behavior.
"
"නිදසුනක් වශයෙන්, පාසැලේදී හොඳ ප්‍රතිඵල නොලැබෙන බවට ඒකාකෘතික ලෙස සලකනු ලබනවාර්ගික සුළුතරයක් සමඟ හඳුනා ගන්නා ළමයින් ඔවුන්ගේ ජාතිය හා සම්බන්ධ ඒකාකෘතිකකරණය පිළිබඳව ගැන දැනගත් පසු පාසැලේදී හොඳ ප්‍රතිඵල නොලැබීමට ඉඩ තිබේ.
","For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.
"
"MySpace යනු එක්සත් ජනපදයේ භාවිතා වන තෙවැනියට වඩාත් ජනප්‍රිය වෙබ් අඩවිය වන අතර මේ වනවිට එහි පැතිකඩ මිලියන 54 ක් ඇත.
","MySpace is the third most popular website used in the United States and has 54 million profiles currently.
"
"මෙම වෙබ් අඩවිවලට විශේෂයෙන් අධ්‍යාපන පසුබිම තුළ බෙහෙවින් අවධානය යොමු වේ.
","These websites have gotten a lot of attention, especially in the education setting.
"
"මෙම වෙබ් අඩවිවලට ධනාත්මක ලක්ෂණ තිබෙන අතර ඒවාට, බ්ලොග්, වීඩියෝ, ඡායාරූප සහ වෙනත් විශේෂාංග ඇතුළත් විය හැකි පන්ති පිටුවක් පහසුවෙන් සැකසීමේ හැකියාව තිබීම ඇතුළත් වේ.
","There are positive aspects to these websites, which include, being able to easily setup a class page which can include blogs, videos, photos, and other features.
"
"එක් වෙබ් ලිපිනයක් සැපයීමෙන් මෙම පිටුවට පහසුවෙන් ප්‍රවේශ විය හැකි අතර එය, යතුරු පුවරුව භාවිත කිරීමට අපහසුතා ඇති හෝ අක්ෂර වින්‍යාස ගැටළු ඇති සිසුන්ට පහසුවෙන් ටයිප් කළ හැකි වන අතර මතක තබාගැනීමට ද පහසු ය.
","This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.
"
"එය කියවීමට පහසු කරවීම පිණිස මෙන්ම, කැමැති අයුරින් වර්ණ අඩු වැඩි කරගැනීමට හැකි අයුරින් රිසිකරණය කරගත හැකිය.
","It can be customized to make it easy to read and also with as much or little color as desired.
"
"අවධාන ඌනතා ආබාධය “ස්නායුක සහලක්ෂණයක් වන අතර එහි නියම ත්‍රිත්ව රෝග ලක්ෂණ අතර ආවේගශීලීත්වය, වික්ෂේපය සහ අධි ක්‍රියාකාරිත්වය හෝ අතිරික්ත ශක්තිය ඇතුළත් වේ”.
","Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy"".
"
"එය ඉගෙනීමේ දුර්වලතාවයක් නොවේ, එය ඉගෙනීමේ ආබාධයකි; එය ""සියලුම දරුවන්ගෙන් සියයට 3 ත් 5 ත් අතර ප්‍රමාණයකට බලපායි, සමහර විට ඇමරිකානු ළමුන් මිලියන 2 ක් පමණ  විශාල විය හැකි ය"".
","It is not a learning disability, it is a learning disorder; it ""affects 3 to 5 percent of all children, perhaps as many as 2 million American children"".
"
"ADD සහිත දරුවන්ට පාසල් වැඩ වැනි දේ වෙත අවධානය යොමු කිරීම අපහසු වන නමුත්, ක්‍රීඩා කිරීම හෝ ඔවුන්ගේ ප්‍රියතම කාටූන් නැරඹීම හෝ විරාම ලක්‍ෂණ නොමැතිව වාක්‍ය ලිවීම වැනි ඔවුන් කැමති දේ කිරීමට අවධානය යොමු කිරීමට හැකි ය.
","Children with ADD have a hard time focusing on things like school work, but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing sentences without punctuation.
"
"මෙම දරුවන්ගේ මොළයට සාමාන්‍ය ක්‍රමයන්ගෙන් උත්තේජනයක් ලබාගත නොහැකි බැවින් ඔවුහු තම මොළය උද්දීපනය කරගැනීමට ""අවදානම් සහගත හැසිරීම්වල යෙදීම, දබර කරගැනීමට පෙළඹීම සහ බලාධිකාරීන් ප්‍රශ්න කිරීම"" හේතුවෙන්  බොහෝ ගැටළුවලට මුහුණ දෙයි.
","These children tend to get into a lot of trouble, because they ""engage in risky behaviors, get into fights, and challenge authority"" in order to stimulate their brain, since their brain can not be stimulated by normal methods.
"
"ADD සහිත දරුවන් හැසිරෙන ආකාරය,  ඔවුන් වචන පවසන ආකාරය හෝ ඔවුන්ගේ පරිණත මට්ටම වෙනස් වීම වැනි දේ අනෙක් දරුවන්ට තේරුම් ගත් නොහැකි නිසා, අනෙක් සම වයස් දරුවන් සමඟ සම්බන්ධතා පවත්වාගැනීමට එය ඔවුන්ට බාධාවක් ඇතිවේ.
","ADD affects relationships with other peers because other children can not understand why they act the way that they do or why they spell they way they do or that their maturity level is different.
"
"දැනුම ලබාගැනීමේ සහ ඉගෙනීමේ හැකියාව ඉහත සඳහන් ලෙස වෙනස් වූ නිසා ඉගැනුම ලබාගැනීමේ මූලික වේගය වෙනස්වීමකට ලක් විය.
","As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.
"
"තොරතුරු ලබාගැනීමට භාවිතා කළ එළඹුම වෙනස් විය. පුද්ගලික මෙනෙහි කිරීමට ඇති පීඩාව නැති වුවත්, පාඨ මෙනෙහි කිරීමට ඇති හැකියාව සම්බන්ධව විශේෂයෙන් අවධානය යොමු කෙරිණි.
","The approach to obtaining information was different. No longer did pressure reside within individual recall, but the ability to recall text became more of a focus.
"
"සාරාංශයක් ලෙස, පුනරුදය ඉගෙනීමේ ප්‍රවේශය හා දැනුම ව්‍යාප්ත කිරීමෙහි සැලකිය යුතු වෙනසක් සිදු කළේ ය.
","In essence, the Renaissance made a significant change in the approach to learning and the dissemination of knowledge.
"
"අනෙකුත් ප්‍රයිමේටාවන් මෙන් නොව, ආදි මානවයන් තවදුරටත් තම දෑත් සංචරණය හෝ බර දරා ගැනීම හෝ ගස් හරහා එල්ලී පැද්දීම සඳහා භාවිත නොකරයි.
","Unlike other primates, hominids no longer use their hands in locomotion or bearing weight or swinging through the trees.
"
"චිම්පන්සියාගේ අත් සහ පය විශාලත්වයෙන් සහ දිගෙන් එක හා සමාන වන අතර අතින් ගමන් කිරීමේ දී බර දැරීම සඳහා අත් භාවිතා කිරීම එමගින් පිළිබිඹු කෙරේ.
","The chimpanzee's hand and foot are similar in size and length, reflecting the hand's use for bearing weight in knuckle walking.
"
"වඩාත් ඍජු ඇඟිලි පුරුක් සහිත මිනිස් අත පාදයට වඩා කෙටි වේ.
","The human hand is shorter than the foot, with straighter phalanges.
"
"අවුරුදු මිලියන 2ක සිට මිලියන 3ක් පැරණි අතේ අස්ථි කොටස්වල පොසිල  චලනයේ සිට සංචාලනය දක්වා අත විශේෂීකරණය වීමේ මෙම මාරුව පෙන්නුම් කරයි.
","Fossil hand bones two million to three million years old reveal this shift in specialization of the hand from locomotion to manipulation.
"
