low_res,high_res
"මෙම අව්‍යාජ ප්‍රජාව වැන්කුවර් සිට මඳක් ඔබ්බෙන් පිහිටි හොවේසවුන්ඩ් වල වෙසෙන අතර, වැන්කුවර් හි නාගරිකයේ ග්‍රැන්විල් දූපතේ සිට කාලසටහනකට අනුව පිටත් වෙන ජල යාත්‍රා මගින් පහසුවෙන් පිවිසිය හැකි ය.
","This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver.
"
"ඕනෑම කාලයක් රෝලර් කෝස්ටරයක සිරවී සිටීම අපහසුතාවයක් වන අතර, අවම වශයෙන් කිවහොත්, පළමු පුද්ගලයා ඉන් බැස යාමට අවමයෙන් පැයක්වත් ගත විය හැක.
","Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""
"
"ඔහු කණ්ඩායම සමඟ සිටි කාලය තුළ තරඟ 468ක දී ගෝල 403ක් රැස් කළේ ය.
","During his time with the team, he scored 403 goals in 468 appearances.
"
"බාදිය මගින් අර්ධද්වීපයේ ඊසාන දෙසින් මිස්ටික් ගඟ දිගේ හිඩැසක් විවෘත කළ විට, ඔවුන් ඉතා ඉක්මනින් කුඩා වෙරළ තීරයක ජල අද්දර අවසන් වන කෙටි ගල් පවුරකින් වැට උතුරට දිගු කළහ.
","When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach.
"
"තෙවන ස්ථානයට පැමිණි හැම්ලින් ලකුණු විස්සක් පිටුපසින් සිටින නමුත් බෝයර්ට වඩා පහක් ඉදිරියෙන් සිටී. ඛාන් සහ ටෘවෙක්ස් ජූනියර් පිළිවෙළින් ලකුණු 2,220 ක් සහ 2,207 ක් ලබා පස් වන සහ හය වන ස්ථානයේ සිටිති.
","In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points.
"
"ඇවෙන්ජර් ඛාණ්ඩයේ බිම් බෝම්බ ප්‍රතිප්‍රහාර යාත්‍රාවක්, යාත්‍රාව පලවාන් හි පෝටෝ ප්‍රින්සෙසා වෙත යමින් තිබිණ.
","An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.
"
"මෙම නඩුව වර්ජිනියාවේදී නඩු පවරනු ලැබුවේ එය චෝදනා ගොනුකල ප්‍රමුඛ පෙළේ අන්තර්ජාල සේවා සැපයුම්කරුවෙකු වන AOL හි නිවහන වන බැවිනි.
","The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges.
"
"ලකුණට භෞතිකව හානි නොවී ය; සාමය සහ හදවත් ලකුණුවලින් හැඩ කර තිබූ කළු ටාපෝලින් භාවිතා කර ""O"" සිම්පල් ""e"" ලෙස කියවෙන පරිදි සංශෝධනය කිරීමට නවීකරණයන් කරන ලදී.
","The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".
"
"ස්කොෂ්, කරාටේ සහ රෝලර් ක්‍රීඩා, බේස්බෝල් සහ මෘදු පන්දු ලෙසම ඔලිම්පික් වැඩසටහනට ඇතුළත් වීමට උත්සාහ දැරූ අතර 2005 ඔලිම්පික් උළෙලේ ඡන්ද විමසීමකදී එම උත්සාහය ව්‍යර්ථ කර දැමිණි.
","Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.
"
"Yahoo! සහ මයික්‍රොසොෆ්ට් සේවා භාවිතා කරන්නන්ගේ සංඛ්‍යාව එක්ව AOL හි ගනුදෙනුකරුවන්ගේ සංඛ්‍යාව හා තරඟ වදිනු ඇත.
","The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.
"
"කේප් ටවුන් ඇතුළත සහ ඒ වටා ඇති මගී දුම්රිය සඳහා මෙට්‍රෝ රේල් හි පන්ති දෙකක් ඇත: මෙට්‍රොප්ලස් (පළමු පන්තිය ලෙසද හැඳින්වේ) සහ මෙට්‍රෝ (තෙවන පන්තිය ලෙස හැඳින්වේ).
","MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class).
"
"ප්‍රධාන පෙළේ පර්යේෂකයන් පවසන පරිදි මෙමගින්, පියයුරු පිළිකා වැනි රෝග තත්ත්වයන්හිදී  ධනවත් රටවලට වඩා ජීවත් වීමේ සම්භාවිතාව අර්ධයකින් පමණ අඩු වන, අඩු ආදායම්ලාභී රටවල රෝගීන්ගේ පිළිකාව, ක්ෂය රෝගය, එච්.අයි.වී සහ මැලේරියාව වැනි ලෙඩ රෝග කළින් හඳුනා ගැනීමට හැකියාව ඇති කරනු ඇත.
","Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries.
"
"තුර්කි ජාතික ප්‍රසිද්ධ ගායිකා Sezen Aksu ඉතාලියානු ඔපෙරා සංගීතඥ Alessandro Safina සහ ග්‍රීක ගායක Haris Alexiou සමඟ ගායනා කළා ය .
","Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.
"
"පළමුව  පැමිණෙන්නට පළමුව ලබාදෙන පදනම මත, හදිසි ඉල්ලීම් සඳහා සීමිත සංඛ්‍යාවක් සඳහා අවසර ලබා දී ඇත.
","There are a limited number permits reserved for walk-in requests available on a first come, first served basis.
"
"සංචාරක නියෝජිත ආයතන 19 වන සියවසේ සිට පැවතුනි. සංචාරක නියෝජිතයෙකු යනු සාමාන්‍යයෙන් සංචාරකයෙකුගේ සොබාදහම, සංස්කෘතිය, භාෂාව හෝ අඩු ආදායම්ලාභී රටවල් පිළිබඳ අත්දැකීම් වලින් ඔබ්බට විහිදෙන ගමනක් සඳහා හොඳ විකල්පයකි.
","Travel agencies have been around since the 19th century. A travel agent is usually a good option for a journey which extends beyond a traveller's previous experience of nature, culture, language or low-income countries.
"
"එනිසා, රූපවාහිනිය තුළ ඔබ දකින සියල්ලේ ඉහළ, පහළ සහ පැති මායිම් කප්පාදු කර ඇත.
","For that reason, everything you see on the TV had the borders cut, top, bottom and sides.
"
"එකී නිලධාරීන් කැටුව, මහජන ආරක්ෂාව සුරැකීමට පියවර ගෙන තිබූ බවට ඔහු ටෙක්සාස්හි වැසියන්ට තහවුරු කළේය.
","Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.
"
"සමහර ස්වදේශික වාසස්ථාන කෙතරම් දුරස්ථද යත් ඇල්බකෙර්කේ හෝ සන්ටා ෆේ වෙත ගමන් කිරීමෙන් තොරව ඔබට සැලකිය යුතු ප්‍රමාණයේ රාත්‍රී ක්‍රියාකාරකම් සොයාගත නොහැකි වෙයි.
","Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.
"
"සම්බාධක හේතුවෙන් යම් බලපෑමක් වන බවට ජ්‍යෙෂ්ඨ ඉරාන මූලාශ්‍ර මගින් පලමු වරට අනාවරණය කරන ලද්දේ, රූපවාහිනී සජීව විකාශයක් තුළින්, ඉදිරිපත් කළ අදහස් තුළිනි.
","The comments, live on television, were the first time that senior Iranian sources have admitted that the sanctions are having any effect.
"
"එවැනි ක්ෂේත්‍ර තුළ ලද හැකි උසස් පෙළේ සන්නම් රාමු තුළ ගැටලු දෙකක් තිබිය හැකිය; සමහර ඒවා අනුකරණ විය හැකිය, සත්‍ය ලෙසම ආනයනය කළ ඒවා රට තුළ ඒවාට වඩා මිලෙන් වැඩි විය හැකිය.
","High-end brand-name frames available in such areas may have two problems; some may be knock-offs, and the real imported ones may be more expensive than at home.
"
"බෑවුම් කඳු කලපු සහ ඉහළ, සමතලා බව වැඩි හෝ අඩු සානුවක් ඇති කිරීමට ඉක්මනින් ඉඩ සලසන නිම්න යනු නෝර්වේ හට සාමාන්‍ය ඒවා වෙයි.
","Typical for Norway are steep fjords and valleys that suddenly give way to a high, more or less even plateau.
"
"වඩා ශීතල දේශගුණ තත්ත්ව තුළ ශ්වසන ගැටලු මෙන්, උණුසුම් දේශගුණ තත්ත්ව තුළ බඩවැල් ආශ්‍රිත ගැටලු සාමාන්‍යය වශයෙන් පොදු තත්ත්වයක් වන අතර සමහර අවස්ථාවල එය පැහැදිලි ලෙසම කරදරකාරී වන නමුත් ඇත්ත වශයෙන්ම අනතුරුදායක නොවේ.
","As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.
"
"ආරම්භයේ සිටම උතුරු අප්‍රිකාවේ සිටින ඉතාලියානුවන්ගේ තත්ත්වය යහපත් වූයේ නැත. 1940 ජුනි 10 දින, ඉතාලිය විසින් යුද්ධයට සහභාගීවීම ප්‍රකාශයට පත් කර සතියක් ඇතුළත, බ්‍රිතාන්‍ය 11 වන අශ්වාරෝහක කණ්ඩායම ලිබියාවේ කපුසෝ බලකොටුව අල්ලා ගත්හ.
","Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya.
"
"උපකාර කිරීමට උත්සාහ කිරීමේ දී ඔබට හානියක් සිදුවවහොත්, ඔබ සිදු කරනුයේ එම තත්ත්වය තවත් අයහපත් අතට හැරවීමකි.
","If you get hurt trying to help, you may only serve to make matters worse.
"
"නිදහසේ මුල් කාලය තුළ සිංගප්පූරු උද්භිද උද්‍යාන විශේෂඥතාව, එම දූපත ඝර්ම කලාපීය උද්‍යාන නගරයක් බවට පත් කිරීමට උපකාර විය.
","Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.
"
"උදව් කිරීමට කැමති ආපසු සියරට බලා යන සංචාරක සගයින් සහ ඥාතීන්ට හෝ මිතුරන්ට ප්‍රතිපත්ති/සබඳතා පිටපත් ද ලබා දෙන්න.
","Also give policy/contact copies to traveling companions and relatives or friends back home willing to help.
"
"ෆ්ලොරිඩාවේ මයාමි සිට සැතපුම් 3,000 ක පමණ එපිටින් හැමූ එම සුළි සුළඟ පැයට සැතපුම් 40 (පැ.කි.මී 64) ක වේගයකින් යුත් සුළඟක් ඇති කළේය.
","The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph (64 kph).
"
"කුරුළු උණ, හෝ විධිමත්ව කිවහොත් කුරුළු ඉන්ෆ්ලුවෙන්සාව, පක්ෂීන් සහ ක්ෂීරපායීන් යන දෙවර්ගය ම ආසාදනය කළ හැකි ය.
","Bird flu, or more formally avian influenza, can infect both birds and mammals.
"
"සුළි සුළඟ භූමි ප්‍රදේශයෙන් ඈතට වන්නට ඇති නිසා එමඟින් එක්සත් ජනපදයට හෝ කැරිබියානු ප්‍රදේශයට ඇති විය හැකි බලපෑම ඇගයීම අසීරු වී ඇත.
","As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.
"
"සුවපහසුව, කාලය කැප කිරීමට කැමති අය සහ වියදම් බිංදුවකට ආසන්නව අඩු කර ගැනීමට කැමති අය, අවම පිරිවැය සංචාරයන් බලන්න.
","For those willing to sacrifice comfort, time and predictability to push expenses down close to zero, see minimum budget travel.
"
"අනෙකුත් අවස්ථා වලදී, සංචාරක නවාතැන්වලින් පිටත නැවතී සිටින්නන් පමණක් ලියාපදිංචි වීම අවශ්‍ය වේ. කෙසේ වෙතත්, මෙමඟින් නීතිරීති වඩාත් අපැහැදිලි කරන බැවින්, කලින්ම ඒ පිළිබඳව සොයා ගන්න.
","In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.
"
"බෙනින් ද සහභාගී වන බව AU හි වෙලෙඳ සහ කර්මාන්ත කොමසාරිස් ඇල්බර්ට් මුචංගා දැනුම් දුන්නේය.
","AU trade and industry commissioner Albert Muchanga announced Benin was to join.
"
"ඔබට දකුණු පැසිෆික් සහ දකුණු ඇමරිකාවේ බටහිර වෙරළ මගහැර යාමට අවශ්‍ය නම් ගුවන් ගමන යනු එකම විකල්පය නොවේ. (පහත බලන්න)
","This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below)
"
"වෙනත් ප්‍රචණ්ඩකාරී කුණාටු හා සැසඳීමේ දී ටෝනාඩෝ කුණාටු පහර දෙන්නේ කුඩා ප්‍රදේශයකට වන නමුත්, ඒවාට සිය මාර්ගයේ ඇති සියල්ල විනාශ කළ හැකි ය.
","Tornadoes strike a small area compared to other violent storms, but they can destroy everything in their path.
"
"හංගේල් හෝඩිය ඔහු මුලින් නම් කළේ හුන්මින් ජොන්ජියම් යනුවෙනි. එහි අර්ථය “ජනතාවගේ උපදෙස් සඳහා නිවැරදි ශබ්ද” යන්නයි.
","He originally named the Hangeul alphabet Hunmin Jeongeum, which means ""the correct sounds for the instruction of the people"".
"
"ධාවන පථයේ වෛද්‍ය කාර්ය මණ්ඩලය විසින් වහාම ඔහුට ප්‍රතිකාර කර ඔහු ප්‍රාදේශීය රෝහලකට රැගෙන ගිය අතර පසුව ඔහු එහිදී මිය ගියේ ය.
","He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.
"
"නමුත්, මෙය කවදා හෝ සිදුවන්නේ නම් එය බොහෝ කලකට සිදු නොවෙයි. තාරකා කොපමණ පැතිර තිබේද යත් ""අසල්වැසි"" තාරකා අතර දුර ප්‍රමාණය ද සැතපුම් ට්‍රිලියන ගණනක් වෙයි.
","But, if this ever does happen probably won't happen for a very long time. The stars are so spread out that there are trillions of miles between stars that are ""neighbors"".
"
"එම ස්ථානයේදී අත්අඩංගුවට පත් වූ ඉදිරිපත් කරන්නා, පහරදීම ප්‍රතික්ෂේප කළ අතර පුද්ගලයන් තිස් දෙනෙකු පමණ ඔහුට එල්ල කළ බෝතල් ප්‍රහාරයෙන් ආරක්ෂා වීමට රිට භාවිතා කළ බව ප්‍රකාශ කළේය.
","The presenter, who was arrested at the scene, denied the attack and claimed he used the pole to protect himself from bottles being thrown at him by up to thirty people.
"
"ඔවුන්ගේ මාරාන්තික හරස් දුනු වලින් එන ඊතල වලට ප්‍රතිවාදී සොල්දාදුවන්ගේ සන්නාහයට විනිවිද යා හැකිය. ක්‍රි පූ 1000 ක් පමණ ඇසිරියානුවන් විසින් පළමු අශ්වාරෝහක හමුදාව හඳුන්වා දෙන ලදී.
","Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.
"
"කෙසේ වෙතත්, ස්ටාර් එලායන්ස් සන්ධානය, LATAM වන් වර්ල්ඩ් සන්ධානයට අයත්, නැගෙනහිර දකුණු පැසිෆික්හි සාන්තියාගෝ ඩි චිලී සිට ටහීටි දක්වා හැරෙන්නට, අන් සියල්ල ආවරණය කරයි.
","However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight.
"
"""CCTV මඟින් නිසැකවම සතුන්ගේ සුභසාධනය ඉහළම ප්‍රමුඛතාවය බවට සතුන් සමඟ වැඩ කරන පුද්ගලයින් වෙත ප්‍රබල පණිවිඩයක් ලබාදෙනු ඇත.""
","""The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority.""
"
"අවුරුදු මිලියන 2ක සිට මිලියන 3ක් පැරණි අතේ අස්ථි කොටස්වල පොසිල  චලනයේ සිට සංචාලනය දක්වා අත විශේෂීකරණය වීමේ මෙම මාරුව පෙන්නුම් කරයි.
","Fossil hand bones two million to three million years old reveal this shift in specialization of the hand from locomotion to manipulation.
"
"ක්‍රමවත් ගිනි නිවීමේ පද්ධති පරීක්ෂණයකින් පසු විදුලිය ඇණහිටීම නිසා ෆෝට් ග්‍රීලි පොම්පාගාරය අසල මුදාහැරීම් කපාට විවෘත වී බොරතෙල් පිටාර ගැලි ය.
","A power failure following a routine fire-command system test caused relief valves to open and crude oil overflowed near the Fort Greely pump station 9.
"
"ශිෂ්ටාචාරය ඉන්දු ගඟේ ද්‍රෝණිවල සමෘධිමත් වූ අතර එම නිසා එහි නම ලැබුණි.
","The civilisation flourished in the basins of the Indus River wherefore it derives its name.
"
"චියාඕ සහ ෂරිපොව් වාර්තා කළේ දිශානති සැකසුම් තෙරපනයන්ගෙන් ආරක්ෂිත දුරකින් සිටින බවයි.
","Chiao and Sharipov reported being a safe distance from the attitude adjustment thrusters.
"
"2009 වර්ෂයේදී ඇය වසරේ ජාතික පරීක්ෂකවරිය නාමයෙන් පිදුම් ලැබුවාය.
","In 2009 she was awarded the title of National Superintendent of the Year.
"
"එහි දැකගත හැක්කේ හිස සහ උරහිස පමණක් බැවින්, මීනී පෙට්ටියෙන් ඉවත්කර ගැනීම අතරතුර මමියට සිදු වූ හානිය නැරඹීමට කැමති අය කලකිරීමට පත්විය හැක.
","Anyone interested in seeing evidence of the damage to the mummy done during attempts to remove it from the coffin will be disappointed as only the head and shoulders are visible.
"
"මෙම සානුව බොහෝ විට හැඳින්වෙන්නේ පුළුල්, විවෘත ගස් රහිත අවකාශයක්, අසීමිත පුළුල් කිරීමක් යන අර්ථය ඇති “විඩ්ඩේ” යනුවෙනි.
","These plateaus are often referred to as ""vidde"" meaning a wide, open treeless space, a boundless expanse.
"
"කුක් දූපත් යනු දකුණු පැසිෆික් සාගරය මධ්‍යයේ පොලිනීසියාවෙහි ඇති, නවසීලන්තය සමඟ නිදහස් සම්බන්ධතාවක් පවත්වන දූපත් රටකි.
","The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.
"
"ඉන් අනතුරුව ආලෝක බල්බය ප්‍රතිස්ථාපනය කිරීම අවශ්‍ය වේ. ආලෝක බල්බය ප්‍රතිස්ථාපනය කිරීමේ දී ප්‍රවේශම්වීම අවශ්‍යයි.
","The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.
"
"ඇලොන්සෝට ඉදිරියෙන් ඇති මෝටර් රථ ආරක්ෂිත මෝටර් රථය පසුපස ඉන්ධන ලබාගැනීමට ගිය විට, ඔහු අන් තරඟකරුවන් පසු කොට ජයග්‍රහණය ලැබුවේය.
","As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.
"
"අයිස්ලන්තයේ කාලගුණ කාර්යාලය ද පසුගිය පැය 48 තුළ හෙක්ළා ප්‍රදේශය තුළ කිසිදු භූමිකම්පා ක්‍රියාවක් ඇති නොවූ බව වාර්තා කළේය.
","The Icelandic Meteorological Office also reported no earthquake activity in the Hekla area in the past 48 hours.
"
"1970 වර්ෂයේ දී, වෛද්‍යවරයෙකු සහ පර්යේෂණ විද්‍යාඥයකු වන රේමන්ඩ් ඩැමඩියන් විසින් වෛද්‍ය විද්‍යාත්මක රෝග නිර්ණය කිරීම් සඳහා මෙවලමක් ලෙස චුම්බක අනුනාද රූපකරණය සඳහා වන පදනම සොයාගන්නා ලදී.
","In the year 1970, Raymond Damadian, a medical doctor and research scientist, discovered the basis for using magnetic resonance imaging as a tool for medical diagnosis.
"
"15 වන සියවසේදී පමණ, උතුරු එස්තෝනියාව විශාල වශයෙන් ජර්මනියේ සංස්කෘතික බලපෑමකට හසු විය.
","Around the 15th century, northern Estonia was under great cultural influence of Germany.
"
"කෙසේ වෙතත්, පළමු සත්‍ය දුරදක්න නිපදවනු ලැබුවේ 16 වන සියවස අග භාගයේ යුරෝපයේ ය.
","However, the first true telescopes were made in Europe in the late 16th century.
"
"මගීන් 2 දෙනෙකුට වඩා සිටීමෙන් අධිභාරයක් පැනවෙන නිසා, එය අනවශ්‍ය අන්දමින් වියදම් වැඩි වන විකල්පයකි.
","There is a surcharge for having more than 2 passengers, so this option might be more expensive than necessary.
"
"යුරෝපීය තුර්කියට (නැ‌‌ඟෙනහිර ත්‍රේස් හෝ බෝල්කන් අර්ධද්වීපයේ රුමේලියාව) රටේ 3% ක් ඇතුළු වෙයි.
","European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.
"
"ප්‍රංශ සහ ස්පාඤ්ඤ වැනි යුරෝපීය භාෂාවලට මූලාශ්‍රය වූ ලතින් භාෂාව ලෙසම, නවීන ඉන්දියානු භාෂා බොහොමයකට මූලාශ්‍රය සැපයූ සංස්කෘත, ඉතාම සංකීර්ණ සහ පොහොසත් භාෂාවකි.
","Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.
"
"1957 වසරේ ලක්සම්බර්ගය අද යුරෝපා සංගමය ලෙස හඳුන්වනු ලබන සංවිධානයේ ආරම්භක සාමාජිකයෙකු බවට පත්විය.
","In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.
"
"නමුත් අපගේ පරිකල්පනය සත්‍යය මත පදනම්ව තිබේ ද? මාලිගා පළමු පෙළෙහි ගොඩනංවා තිබුණේ ඇයි? ඒවා සැලසුම් කර සහ ගොඩනංවා තිබුණේ කෙ‍සේ ද?
","But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?
"
"එයට සහභාගී වන රටවල් විසින් ගෝලිය ගැටලු හෝ ඔවුන්ගේ රටෙහි සංස්කෘතිය සහ ඉතිහාසය ගෙනහැර පෑම සඳහා කලාත්මක හා අධ්‍යාපනික ප්‍රදර්ශන ඉදිරිපත් කරයි.
","Participating countries present artistic and educational displays in national pavilions to showcase world issues or their country's culture and history.
"
"නියෝජිත මන්ත්‍රී මණ්ඩලය විසින් පළමුව දෙවන වගන්තිය මකා දමනු ලැබීමෙන් පසුව මෙම නීති සම්පාදන සැසියට වෙනස් කිරීමක් සිදු කරන ලද අතර ඉන්පසු ඒ ආකාරයෙන්ම සෙනට් මණ්ඩලය විසින් සඳුදා අනුමත කරන ලදී.
","A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.
"
"වෙනස් ඉදිකිරීම්, වෙනස් හැකියාවන් සහිත, වෙනස් තරංග අයාමයන්ට සංවේදී, වෙනස් තීව්‍රතාවන් ඇති ඒවා වන අතර ආදානය සඳහා අරුතක් ලබාදීමට වෙනස් සැකසුම් අවශ්‍ය වේ, එමෙන්ම ප්‍රශස්ත ලෙස ක්‍රියා කිරීමට වෙනස් ප්‍රමාණයන් අවශ්‍ය වේ.
","The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally.
"
"අධික මත්පැන් භාවිතයෙන් දීර්ඝ කාලීන රෝගී තත්ත්ව වන අක්මාවට හානි වීම මෙන්ම අන්ධ භාවය සහ මරණය පවා සිදු විය හැක. නීති විරෝධීව සැකසූ මත්පැන් භාවිතය මෙහි අනතුරුදායක බව වැඩි කරයි.
","Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.
"
"ගොල්ෆ් සහ රග්බි යන දෙකම ඔලිම්පික් ක්‍රීඩාවලට යලි අවතීර්ණ වීමට නියමිතය.
","Both golf and rugby are set to return to the Olympic Games.
"
"මේ කාලයේ, පළමුව තොරතුරු සෙවීමෙන් හා මිල ගණන් සංසන්දනය කිරීමෙන් තොරව, කෙලින්ම ගුවන් සේවයෙන් ගුවන් ගමන් වෙන්කරවා ගැනීම දුලබ වේ.
","Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.
"
"සංවර්ධනය වන රටක - හෝ ලොව නව කොටසක - පළමු වරට යන්නේ නම් සංස්කෘතික ගැස්මක් සඳහා ඇති විභවතාව අවතක්සේරු නොකරන්න.
","If traveling in a developing country for the first time – or in a new part of the world – don't underestimate the potential culture shock.
"
"දෘෂ්ටිය, නැති නම් දැකීමේ උපාධිය දෘෂ්‍ය පංජර සංවේදන අංග හෝ ඇස් මත පදනම් වෙයි.
","Vision, or the ability to see depends on visual system sensory organs or eyes.
"
"සිරීනා යනු කඳවුරු බැඳීමට අමතරව, නිදනශාලා නවාතැන් සහ උණුසුම් කෑමබීම පිරිනමන එකම උද්‍යාන පාලක මධ්‍යස්ථානයයි. ලා ලියෝනා, සැන් පෙඩ්‍රිලෝ සහ ලොස් පටොස් හි ආහාර සපයනු නොලබන අතර, කඳවුරු බැඳීම පමණක් ඇත.
","Sirena is the only ranger station that offers dormitory lodging and hot meals in addition to camping. La Leona, San Pedrillo, and Los Patos offer only camping with no food service.
"
"එම කාලය තුළට අනන්‍ය බව පෙන්වමින් කර්බි මක්ස්ලෝ මාළිගය සත්‍ය මාළිගාවකට වඩා ආරක්ෂාව තර කළ නිවසක සිරිය ගෙන හැර පායි.
","Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.
"
"විශේෂයෙන් රක්ෂණය මඟින් ආවරණය කෙරේ නම්, නිවසේදී ඇස් පරීක්ෂාවක් සිදු කරගෙන, බෙහෙත් වට්ටෝරුව වෙනත් ස්ථානයකින් ලබා ගැනීම සලකා බලන්න.
","Consider getting an eye exam at home, especially if insurance covers it, and bringing the prescription along to be filed elsewhere.
"
"එම නිසා, ඔවුන්ට මිසරය තුළින් බ්‍රිතාන්‍ය මූලස්ථානවලින් සහ නැව්වලින් මිදීමට සිදු විය. එම ක්‍රියාවලට අමතරව, ඉතාලියේ යුධ නැව් වෙනත් කිසිවක් කිරීමට යෝජිතව නොතිබුණි.
","For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.
"
"1960 දී ඔහු චිත්‍රපට අධ්‍යක්ෂණය ඉගැන්වීමට අලුතින් නිදහස ලබා ගත් ඇල්ජීරියාව වෙත නැවත ගියේය.
","In the 1960s he headed back to newly-independent Algeria to teach film directing.
"
"පරමාණුව සියලුම පදාර්ථයන්ගේ මූලික තැනුම් ඒකකවලින් එකක් ලෙස සැලකිය හැකිවනු ඇත.
","The atom can be considered to be one of the fundamental building blocks of all matter.
"
"ඔබේ ප්‍රදේශයේ නීති විරෝධී නොවූවත්, ගුවන් තොටුපලක් අසල හෝ ජනකායකට ඉහළන් ඩ්‍රෝනයක් පියාසර කරවීම සම්පූර්ණයෙන්ම පාහේ වැරදි අදහසකි.
","Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.
"
"බෙයිජිං ආරම්භක සහ සමාප්ති උත්සව සහ ගෘහස්ථ හිම ඉසව් සඳහා සත්කාරක සේවය සපයයි.
","Beijing will host the opening and closing ceremonies and the indoor ice events.
"
"පුවේර්ටෝ ජිමෙනේස් හි උද්‍යාන පාලක මධ්‍යස්ථානයෙන් ඍජුවම උද්‍යාන අවසරපත් ලබා ගැනීමට හැකි නමුත්, ඔවුහු ක්‍රෙඩිට් කාඩ් භාර ගන්නේ නැත.
","It is possible to secure park permits directly from the Ranger Station in Puerto Jiménez, but they do not accept credit cards
"
"ඔහු පවසා සිටියේ, ගෝලීය වසංගතයක් දක්වා වර්ධනය වීමට පෙර රෝගයේ මාරාන්තික බව අඩුවී ඇතිවා විය හැකි බව ඇතැම් අධ්‍යයන මගින් පෙන්වා දෙන බවයි.
","Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.
"
"සංචාරකයින්ට යම් රටක විවිධ වැදගත් ස්ථාන නැරඹිය හැකිය, නැතහොත් ඔවුන් හුදෙක් එක් ප්‍රදේශයකට පමණක් අවධානය යොමු කිරීමට ඉඩ තිබේ.
","Tourists may visit different landmarks of a particular country or they may simply opt to focus on just one area.
"
"කැප්සියුලය තත්පරයට කි.මී. 12.8ක් හෝ සැතපුම් 8ක වේගයකින් ගමන් කරන අතර, එය එක් මිනිත්තුවකදී සැන් ෆ්‍රැන්සිස්කෝ සිට ලොස් ඇන්ජලස් දක්වා යාමට හැකි වේගයකි.
","The capsule will be traveling at about 12.8 km or 8 miles per second, fast enough to go from San Francisco to Los Angeles in one minute.
"
